INFO | girlsfrontline-resources-extractor: 2.2.2
INFO | Start Extracting: 2021-05-27 11:29:28
INFO | 
=== AssetBundle File: asset_textes.ab ===
INFO | assets/resources/dabao/avglanguage/language_avg_cn.txt
INFO | -> text/avglanguage/Language_AVG_CN.txt
INFO | assets/resources/dabao/avglanguage/language_avg_hk.txt
INFO | -> text/avglanguage/Language_AVG_HK.txt
INFO | assets/resources/dabao/avglanguage/language_avg_jp.txt
INFO | -> text/avglanguage/Language_AVG_JP.txt
INFO | assets/resources/dabao/avglanguage/language_avg_kr.txt
INFO | -> text/avglanguage/Language_AVG_KR.txt
INFO | assets/resources/dabao/avglanguage/language_avg_us.txt
INFO | -> text/avglanguage/Language_AVG_US.txt
INFO | assets/resources/dabao/luapatch/2040/battlebossskillbackgroundcontroller.lua.txt
INFO | -> text/luapatch/2040/BattleBossSkillBackgroundController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/battlecontroller.lua.txt
INFO | -> text/luapatch/2040/BattleController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/battleenemycharactercontroller.lua.txt
INFO | -> text/luapatch/2040/BattleEnemyCharacterController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/battlemanualskillcontroller.lua.txt
INFO | -> text/luapatch/2040/BattleManualSkillController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/battlesimulatorcontroller.lua.txt
INFO | -> text/luapatch/2040/BattleSimulatorController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/battleuidamagecontroller.lua.txt
INFO | -> text/luapatch/2040/BattleUIDamageController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/carnivalcontroller.lua.txt
INFO | -> text/luapatch/2040/CarnivalController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/clothesstorecontroller.lua.txt
INFO | -> text/luapatch/2040/ClothesStoreController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/combinecontroller.lua.txt
INFO | -> text/luapatch/2040/CombineController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commanderchangeclothescontroller.lua.txt
INFO | -> text/luapatch/2040/CommanderChangeClothesController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commanderdressupcontroller.lua.txt
INFO | -> text/luapatch/2040/CommanderDressupController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commanderpreviewcontroller.lua.txt
INFO | -> text/luapatch/2040/CommanderPreviewController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commanderspine.lua.txt
INFO | -> text/luapatch/2040/CommanderSpine.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commanderspineanimation.lua.txt
INFO | -> text/luapatch/2040/CommanderSpineAnimation.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/commanderuniformlistcontroller.lua.txt
INFO | -> text/luapatch/2040/CommanderUniformListController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonclothescolorlabelcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonClothesColorLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonclothitemcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonClothItemController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonfairylistcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonFairyListController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commongiftlistlabelcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonGiftListLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonlive2dcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonLive2DController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonpresetlabelcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonPresetLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonsendskintoguncontroller.lua.txt
INFO | -> text/luapatch/2040/CommonSendSkinToGunController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonsquadlistcontroller.lua.txt
INFO | -> text/luapatch/2040/CommonSquadListController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/commonvideoplayer.lua.txt
INFO | -> text/luapatch/2040/CommonVideoPlayer.lua.txt
INFO | assets/resources/dabao/luapatch/2040/connectioncontroller.lua.txt
INFO | -> text/luapatch/2040/ConnectionController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/cutincontroller.lua.txt
INFO | -> text/luapatch/2040/CutinController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/cutinscenecontroller.lua.txt
INFO | -> text/luapatch/2040/CutinSceneController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/data_getgunssuggestedtocombine.lua.txt
INFO | -> text/luapatch/2040/Data_GetGunsSuggestedToCombine.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentallyteamcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentAllyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentbackgroundcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentBackgroundController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/deploymentenemyinfo.lua.txt
INFO | -> text/luapatch/2040/DeploymentEnemyInfo.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentenemyteamcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentEnemyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentexplainitem.lua.txt
INFO | -> text/luapatch/2040/DeploymentExplainItem.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentfriendlyteamcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentFriendlyTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentmapdragcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentMapDragController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentplanmodecontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentPlanModeController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentspotcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentSpotController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentsquadinfocontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentSquadInfoController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentsquadteamcontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentSquadTeamController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentteaminfocontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentTeamInfoController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/deploymentuicontroller.lua.txt
INFO | -> text/luapatch/2040/DeploymentUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormaicontroller.lua.txt
INFO | -> text/luapatch/2040/DormAIController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormcontroller.lua.txt
INFO | -> text/luapatch/2040/DormController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormestablishmentcontroller.lua.txt
INFO | -> text/luapatch/2040/DormEstablishmentController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormexplorationboardcontroller.lua.txt
INFO | -> text/luapatch/2040/DormExplorationBoardController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormfrienduicontroller.lua.txt
INFO | -> text/luapatch/2040/DormFriendUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormfurnitureinteractpointcontroller.lua.txt
INFO | -> text/luapatch/2040/DormFurnitureInteractPointController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormgundetailcontroller.lua.txt
INFO | -> text/luapatch/2040/DormGunDetailController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/dormsquadbarrackscontroller.lua.txt
INFO | -> text/luapatch/2040/DormSquadBarracksController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/draweventcontroller.lua.txt
INFO | -> text/luapatch/2040/DrawEventController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/effect.lua.txt
INFO | -> text/luapatch/2040/Effect.lua.txt
INFO | assets/resources/dabao/luapatch/2040/exploredata.lua.txt
INFO | -> text/luapatch/2040/ExploreData.lua.txt
INFO | assets/resources/dabao/luapatch/2040/factorydeveloplogcontroller.lua.txt
INFO | -> text/luapatch/2040/FactoryDevelopLogController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/formationcharacterstatuscontroller.lua.txt
INFO | -> text/luapatch/2040/FormationCharacterStatusController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/formationeffectitemcontroller.lua.txt
INFO | -> text/luapatch/2040/FormationEffectItemController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/formationfairylabelcontroller.lua.txt
INFO | -> text/luapatch/2040/FormationFairyLabelController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/friendcarddressdetailclothiconcontroller.lua.txt
INFO | -> text/luapatch/2040/FriendCardDressDetailClothIconController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/friendcontroller.lua.txt
INFO | -> text/luapatch/2040/FriendController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/gashaponcontroller.lua.txt
INFO | -> text/luapatch/2040/GashaponController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/gundata.lua.txt
INFO | -> text/luapatch/2040/GunData.lua.txt
INFO | assets/resources/dabao/luapatch/2040/homeeventcontroller.lua.txt
INFO | -> text/luapatch/2040/HomeEventController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/homeuserinfocontroller.lua.txt
INFO | -> text/luapatch/2040/HomeUserInfoController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/joystick.lua.txt
INFO | -> text/luapatch/2040/JoyStick.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/mallcontroller.lua.txt
INFO | -> text/luapatch/2040/MallController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/mallgoodcontroller.lua.txt
INFO | -> text/luapatch/2040/MallGoodController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/mallgoodrescontroller.lua.txt
INFO | -> text/luapatch/2040/MallGoodResController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/malltopcontroller.lua.txt
INFO | -> text/luapatch/2040/MallTopController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/missiondata.lua.txt
INFO | -> text/luapatch/2040/MissionData.lua.txt
INFO | assets/resources/dabao/luapatch/2040/missionselectionecheloncontroller.lua.txt
INFO | -> text/luapatch/2040/MissionSelectionEchelonController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/missionselectionoperationteaminfocontroller.lua.txt
INFO | -> text/luapatch/2040/MissionSelectionOperationTeamInfoController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/mobileshadow.lua.txt
INFO | -> text/luapatch/2040/MobileShadow.lua.txt
INFO | assets/resources/dabao/luapatch/2040/motherbasecontroller.lua.txt
INFO | -> text/luapatch/2040/MotherBaseController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/opspanelcontroller.lua.txt
INFO | -> text/luapatch/2040/OPSPanelController.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/opspanelmission.lua.txt
INFO | -> text/luapatch/2040/OPSPanelMission.lua.txt
INFO | assets/resources/dabao/luapatch/2040/opspanelmissioncontainer.lua.txt
INFO | -> text/luapatch/2040/OPSPanelMissionContainer.lua.txt
INFO | assets/resources/dabao/luapatch/2040/package.lua.txt
INFO | -> text/luapatch/2040/Package.lua.txt
INFO | assets/resources/dabao/luapatch/2040/quickpurchasebox.lua.txt
INFO | -> text/luapatch/2040/QuickPurchaseBox.lua.txt
INFO | assets/resources/dabao/luapatch/2040/rankinglistuicontroller.lua.txt
INFO | -> text/luapatch/2040/RankingListUIController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/reinforcementconfirmboxcontroller.lua.txt
INFO | -> text/luapatch/2040/ReinforcementConfirmBoxController.lua.txt
INFO | assets/resources/dabao/luapatch/2040/requestexploregetevent.lua.txt
INFO | -> text/luapatch/2040/RequestExploreGetEvent.lua.bytes
INFO | assets/resources/dabao/luapatch/2040/requestexploresetteam.lua.txt
INFO | -> text/luapatch/2040/RequestExploreSetTeam.lua.txt
INFO | assets/resources/dabao/luapatch/2040/researchequipmentstrengthencontroller.lua.txt
